ID,Label,Attribute
1,"https://www.who.int/clinical-trials-registry-platform/ISRCTN57874028
",trial
2,"https://pubmed.ncbi.nlm.nih.gov/33493046
",Pubmed_Article
3,"https://pubmed.ncbi.nlm.nih.gov/31378071
",Pubmed_Article
4,"https://pubmed.ncbi.nlm.nih.gov/30355202
",Pubmed_Article
5,"https://pubmed.ncbi.nlm.nih.gov/23237679
",Pubmed_Article
6,"https://pubmed.ncbi.nlm.nih.gov/18774746
",Pubmed_Article
7,"https://pubmed.ncbi.nlm.nih.gov/18242141
",Pubmed_Article
8,"https://pubmed.ncbi.nlm.nih.gov/17027729
",Pubmed_Article
