ID,Label,Attribute
1,"https://www.who.int/clinical-trials-registry-platform/ISRCTN34806867
",trial
2,"https://pubmed.ncbi.nlm.nih.gov/28385912
",Pubmed_Article
3,"https://pubmed.ncbi.nlm.nih.gov/26100026
",Pubmed_Article
