ID,Label,Attribute
1,"https://www.who.int/clinical-trials-registry-platform/ISRCTN80061723
",trial
2,"https://pubmed.ncbi.nlm.nih.gov/29205150
",Pubmed_Article
3,"https://pubmed.ncbi.nlm.nih.gov/27726951
",Pubmed_Article
4,"https://pubmed.ncbi.nlm.nih.gov/25388563
",Pubmed_Article
5,"https://pubmed.ncbi.nlm.nih.gov/25073967
",Pubmed_Article
