ID,Label,Attribute
1,"https://www.who.int/clinical-trials-registry-platform/ISRCTN92089567
",trial
2,"https://pubmed.ncbi.nlm.nih.gov/31549959
",Pubmed_Article
3,"https://pubmed.ncbi.nlm.nih.gov/31061043
",Pubmed_Article
